AreaName,Year,Pop-0-14,Pop>65,Density,Population,Female,Male,SexRatio,SurfaceArea
Afghanistan,2010,48.2,3.9,44.7,29.19,14.25,14.94,104.8,NA
Afghanistan,2015,44.9,4,52.7,34.41,16.73,17.69,105.7,653
Afghanistan,2019,42.5,4.2,58.3,38.04,18.51,19.53,105.5,653
Afghanistan,2021,41.2,4.3,61,39.839999999999996,19.4,20.439999999999998,105.3,NA
Africa,2010,41.5,5.1,35.1,1039.3,521.05,518.25,99.5,NA
Africa,2015,41.1,5.3,39.9,1182.44,592.16,590.2800000000001,99.7,30311
Africa,2019,40.6,5.5,44.1,1308.06,654.55,653.51,99.8,29648
Africa,2021,40.1,5.6,46.3,1373.49,687.07,686.42,99.9,NA
Albania,2010,22.5,15,107.6,2.9499999999999997,1.46,1.49,101.5,NA
Albania,2015,18.7,17.9,105.5,2.8899999999999997,1.42,1.47,103.7,29
Albania,2019,17.4,20.5,105.1,2.88,1.41,1.47,103.7,29
Albania,2021,17.1,21.9,104.9,2.8699999999999997,1.41,1.46,103.6,NA
Algeria,2010,27.3,7.8,15.1,35.98,17.82,18.16,101.9,NA
Algeria,2015,28.7,8.9,16.7,39.730000000000004,19.66,20.06,102,2382
Algeria,2019,30.6,9.7,18.1,43.05,21.3,21.75,102.1,2382
Algeria,2021,30.9,10.1,18.7,44.620000000000005,22.08,22.54,102.1,NA
American Samoa,2010,NA,NA,280.4,0.06,NA,NA,NA,NA
American Samoa,2015,NA,NA,279,0.06,NA,NA,NA,0
American Samoa,2019,NA,NA,276.6,0.06,NA,NA,NA,0
American Samoa,2021,NA,NA,275.5,0.06,NA,NA,NA,NA
Americas,2010,24.8,13.1,24.1,934.64,473.61,461.03,97.3,NA
Americas,2015,23.2,14.8,25.3,980.97,497.19,483.78,97.3,42322
Americas,2019,22.1,16.2,26.2,1014.72,514.47,500.26,97.2,38791
Americas,2021,21.6,17,26.6,1030.85,522.73,508.12,97.2,NA
Andorra,2010,NA,NA,179.7,0.08,NA,NA,NA,NA
Andorra,2015,NA,NA,165.9,0.08,NA,NA,NA,0
Andorra,2019,NA,NA,164.1,0.08,NA,NA,NA,0
Andorra,2021,NA,NA,164.6,0.08,NA,NA,NA,NA
Angola,2010,47,3.8,18.7,23.36,11.81,11.55,97.8,NA
Angola,2015,47.1,3.6,22.4,27.88,14.09,13.79,97.9,1247
Angola,2019,46.6,3.6,25.5,31.830000000000002,16.08,15.739999999999998,97.9,1247
Angola,2021,46.2,3.7,27.2,33.93,17.14,16.79,97.9,NA
Anguilla,2010,NA,NA,149.3,0.01,NA,NA,NA,NA
Anguilla,2015,NA,NA,158.7,0.01,NA,NA,NA,0
Anguilla,2019,NA,NA,165.2,0.01,NA,NA,NA,0
Anguilla,2021,NA,NA,168.1,0.02,NA,NA,NA,NA
Antigua and Barbuda,2010,24.3,10.7,200.1,0.09,0.05,0.04,91.7,NA
Antigua and Barbuda,2015,22.6,12.1,212.7,0.09,0.05,0.05,92.8,0
Antigua and Barbuda,2019,22,13.6,220.7,0.1,0.05,0.05,93.2,0
Antigua and Barbuda,2021,21.7,14.6,224.4,0.1,0.05,0.05,93.4,NA
Argentina,2010,26,14.2,14.9,40.9,21,19.9,94.8,NA
Argentina,2015,25.2,14.9,15.7,43.08,22.09,20.99,95,2780
Argentina,2019,24.6,15.4,16.4,44.78,22.939999999999998,21.84,95.2,2796
Argentina,2021,24.3,15.7,16.7,45.61,23.35,22.25,95.3,NA
Armenia,2010,19.5,14.8,101.1,2.88,1.53,1.35,87.9,NA
Armenia,2015,20.1,15.8,102.8,2.9299999999999997,1.55,1.3800000000000001,88.7,30
Armenia,2019,20.8,17.9,103.9,2.96,1.57,1.3900000000000001,88.8,30
Armenia,2021,20.8,19,104.3,2.9699999999999998,1.57,1.4,88.8,NA
Aruba,2010,20.9,15.5,564.8,0.1,0.05,0.05,91.1,NA
Aruba,2015,18.7,18.4,579.7,0.1,0.05,0.05,90.6,0
Aruba,2019,17.6,21.1,590.6,0.11,0.06,0.05,90.3,0
Aruba,2021,17.3,22.6,595.5,0.11,0.06,0.05,90.2,NA
Asia,2010,25.9,10,135.6,4209.59,2054.2799999999997,2155.3100000000004,104.9,NA
Asia,2015,24.6,11.5,142.9,4433.48,2164.9700000000003,2268.5,104.8,31915
Asia,2019,23.7,12.7,148.3,4601.37,2247.9100000000003,2353.4700000000003,104.7,31033
Asia,2021,23.3,13.4,150.8,4679.660000000001,2286.8300000000004,2392.84,104.6,NA
Australia,2010,19,18.8,2.9,22.150000000000002,11.08,11.08,100,NA
Australia,2015,18.9,20.2,3.1,23.93,12.01,11.93,99.3,7692
Australia,2019,19.3,21.4,3.3,25.2,12.65,12.55,99.2,7692
Australia,2021,19.3,22.1,3.4,25.79,12.950000000000001,12.84,99.2,NA
Australia and New Zealand,2010,19.3,18.8,3.3,26.52,13.3,13.229999999999999,99.4,NA
Australia and New Zealand,2015,19.1,20.2,3.6,28.55,14.350000000000001,14.19,98.9,8012
Australia and New Zealand,2019,19.3,21.5,3.8,29.99,15.08,14.9,98.8,7946
Australia and New Zealand,2021,19.3,22.2,3.9,30.650000000000002,15.42,15.229999999999999,98.8,NA
Austria,2010,14.7,23.3,102.1,8.41,4.31,4.1,95.1,NA
Austria,2015,14.1,24.3,105.3,8.68,4.430000000000001,4.25,95.9,84
Austria,2019,14.4,25.3,108.7,8.96,4.55,4.41,97,84
Austria,2021,14.5,26.2,109.7,9.04,4.58,4.46,97.4,NA
Azerbaijan,2010,22.8,8.1,109.3,9.03,4.56,4.48,98.2,NA
Azerbaijan,2015,22.9,9.3,116.4,9.62,4.83,4.79,99.1,87
Azerbaijan,2019,23.4,11.1,121.6,10.05,5.03,5.02,99.7,87
Azerbaijan,2021,23.4,12.3,123.7,10.219999999999999,5.109999999999999,5.109999999999999,99.9,NA
Bahamas,2010,26.9,9,35.5,0.35,0.18,0.17,94,NA
Bahamas,2015,24,10.2,37.4,0.37,0.19,0.18,94.3,14
Bahamas,2019,22.1,11.7,38.9,0.39,0.2,0.19,94.5,14
Bahamas,2021,21.3,12.7,39.7,0.4,0.2,0.19,94.6,NA
Bahrain,2010,20.3,3.5,1632.7,1.24,0.47000000000000003,0.77,165.8,NA
Bahrain,2015,20.8,4.1,1805.1,1.37,0.53,0.8500000000000001,161.3,1
Bahrain,2019,18.7,5.1,2159.4,1.6400000000000001,0.59,1.05,179.9,1
Bahrain,2021,18,5.7,2300.4,1.75,0.61,1.1300000000000001,184.5,NA
Bangladesh,2010,32,7,1133.7,147.58,72.56,75.02,103.4,NA
Bangladesh,2015,29.3,7.2,1200.4,156.26,77.04,79.22,102.8,148
Bangladesh,2019,27.2,7.7,1252.6,163.05,80.57,82.47,102.4,148
Bangladesh,2021,26.3,8.2,1277.6,166.3,82.27,84.03,102.1,NA
Barbados,2010,19.7,18.1,656.1,0.28,0.15000000000000002,0.14,92.3,NA
Barbados,2015,18.3,20.3,663.6,0.29000000000000004,0.15000000000000002,0.14,93.1,0
Barbados,2019,17.1,22.5,667.5,0.29000000000000004,0.15000000000000002,0.14,93.7,0
Barbados,2021,16.6,23.7,669.1,0.29000000000000004,0.15000000000000002,0.14,93.9,NA
Belarus,2010,14.9,19.1,46.4,9.42,5.04,4.38,86.9,NA
Belarus,2015,16.3,20.4,46.5,9.44,5.05,4.39,87,208
Belarus,2019,17,22.2,46.6,9.450000000000001,5.05,4.4,87.1,208
Belarus,2021,17.3,23.2,46.5,9.44,5.05,4.4,87.2,NA
Belgium,2010,16.9,23.2,361.3,10.94,5.57,5.37,96.5,NA
Belgium,2015,17,24,372.8,11.29,5.74,5.55,96.7,31
Belgium,2019,17.1,25.3,381.1,11.54,5.83,5.71,98,31
Belgium,2021,17,26,384.2,11.629999999999999,5.859999999999999,5.7700000000000005,98.4,NA
Belize,2010,35.6,6,14.1,0.32,0.16,0.16,100.1,NA
Belize,2015,32.1,6.6,15.8,0.36,0.18,0.18,99.6,23
Belize,2019,29.7,7.4,17.1,0.39,0.2,0.19,99.1,23
Belize,2021,28.8,7.9,17.8,0.4,0.2,0.2,98.8,NA
Benin,2010,43.8,4.9,81.6,9.2,4.63,4.57,98.7,NA
Benin,2015,43,5,93.8,10.58,5.31,5.2700000000000005,99.3,115
Benin,2019,42.2,5,104.7,11.8,5.91,5.89,99.7,115
Benin,2021,41.7,5.1,110.4,12.450000000000001,6.23,6.22,99.8,NA
Bermuda,2010,NA,NA,1307.8,0.07,NA,NA,NA,NA
Bermuda,2015,NA,NA,1273.9,0.06,NA,NA,NA,0
Bermuda,2019,NA,NA,1250.2,0.06,NA,NA,NA,0
Bermuda,2021,NA,NA,1241.8,0.06,NA,NA,NA,NA
Bhutan,2010,31.2,7.5,18,0.69,0.32999999999999996,0.36,110.7,NA
Bhutan,2015,27.4,8.1,19.1,0.73,0.33999999999999997,0.38,111.7,38
Bhutan,2019,25.3,8.8,20,0.76,0.36,0.41000000000000003,113.1,38
Bhutan,2021,24.6,9.1,20.5,0.7799999999999999,0.36,0.42000000000000004,113.7,NA
Bolivia (Plurin. State of),2010,34.5,8.8,9.3,10.05,4.99,5.06,101.3,NA
Bolivia (Plurin. State of),2015,32.4,9.5,10,10.870000000000001,5.41,5.46,101.1,1099
Bolivia (Plurin. State of),2019,30.6,10.2,10.6,11.51,5.73,5.78,100.8,1099
Bolivia (Plurin. State of),2021,29.8,10.5,10.9,11.83,5.9,5.94,100.7,NA
"Bonaire, St. Eustatius & Saba",2010,NA,NA,63.8,0.02,NA,NA,NA,NA
"Bonaire, St. Eustatius & Saba",2015,NA,NA,74.9,0.02,NA,NA,NA,NA
"Bonaire, St. Eustatius & Saba",2021,NA,NA,80.6,0.03,NA,NA,NA,NA
Bosnia and Herzegovina,2010,15.7,19.3,72.7,3.71,1.8900000000000001,1.82,96.5,NA
Bosnia and Herzegovina,2015,15.2,21.5,67.2,3.4299999999999997,1.75,1.6800000000000002,96.2,51
Bosnia and Herzegovina,2019,14.7,24.5,64.7,3.3,1.6800000000000002,1.62,96,51
Bosnia and Herzegovina,2021,14.3,26,64,3.2600000000000002,1.6700000000000002,1.6,95.9,NA
Botswana,2010,35,5.3,3.5,1.99,1.02,0.97,95.7,NA
Botswana,2015,34.9,6.2,3.7,2.12,1.1,1.02,92.9,582
Botswana,2019,33.8,6.9,4.1,2.3,1.1900000000000002,1.11,93.7,582
Botswana,2021,33,7.2,4.2,2.4,1.23,1.1600000000000001,94.2,NA
Brazil,2010,24.8,10.2,23.4,195.70999999999998,99.17999999999999,96.54,97.3,NA
Brazil,2015,22.4,12,24.5,204.47,103.81,100.66,97,8516
Brazil,2019,21,13.6,25.3,211.05,107.32,103.73,96.7,8516
Brazil,2021,20.5,14.5,25.6,213.99,108.89,105.1,96.5,NA
British Virgin Islands,2010,NA,NA,185.3,0.03,NA,NA,NA,NA
British Virgin Islands,2015,NA,NA,194.3,0.03,NA,NA,NA,0
British Virgin Islands,2019,NA,NA,200.2,0.03,NA,NA,NA,0
British Virgin Islands,2021,NA,NA,202.8,0.03,NA,NA,NA,NA
Brunei Darussalam,2010,26,5.4,73.7,0.39,0.19,0.2,106.8,NA
Brunei Darussalam,2015,24.1,7,78.7,0.41000000000000003,0.2,0.22,108.4,6
Brunei Darussalam,2019,22.6,9,82.2,0.43000000000000005,0.21000000000000002,0.23,108,6
Brunei Darussalam,2021,21.9,10,83.8,0.44,0.21000000000000002,0.23,107.7,NA
Bulgaria,2010,13.5,25.3,68.4,7.430000000000001,3.8099999999999996,3.62,94.9,NA
Bulgaria,2015,14.3,27,66.3,7.2,3.7,3.5,94.7,111
Bulgaria,2019,14.7,28,64.5,7,3.6,3.4,94.4,110
Bulgaria,2021,14.7,28.4,63.5,6.9,3.55,3.3499999999999996,94.4,NA
Burkina Faso,2010,46.2,3.9,57,15.61,7.87,7.74,98.3,NA
Burkina Faso,2015,45.6,3.8,66.2,18.110000000000003,9.09,9.02,99.2,273
Burkina Faso,2019,44.7,3.9,74.3,20.32,10.17,10.15,99.7,273
Burkina Faso,2021,44.1,4,78.6,21.5,10.75,10.75,100,NA
Burundi,2010,45.1,3.3,337.8,8.68,4.39,4.29,97.7,NA
Burundi,2015,45.5,3.7,395.6,10.16,5.13,5.03,98.1,28
Burundi,2019,45.4,4,449,11.53,5.81,5.72,98.4,28
Burundi,2021,45.1,4.1,477.2,12.26,6.17,6.08,98.5,NA
Cabo Verde,2010,32.3,6.5,122.2,0.49,0.25,0.25,99.8,NA
Cabo Verde,2015,29.9,6.8,130.2,0.52,0.26,0.26,100.5,4
Cabo Verde,2019,28.4,7.3,136.5,0.55,0.27,0.28,100.8,4
Cabo Verde,2021,27.7,7.9,139.4,0.56,0.28,0.28,100.8,NA
Cambodia,2010,33.3,5.9,81.1,14.31,7.34,6.970000000000001,95,NA
Cambodia,2015,31.6,6.8,87.9,15.52,7.95,7.57,95.2,181
Cambodia,2019,31.1,7.4,93.4,16.49,8.44,8.05,95.4,181
Cambodia,2021,30.7,7.8,96,16.95,8.67,8.28,95.4,NA
Cameroon,2010,43.7,4.4,43,20.34,10.19,10.15,99.7,NA
Cameroon,2015,43.2,4.3,49.3,23.3,11.66,11.639999999999999,99.9,476
Cameroon,2019,42.4,4.3,54.7,25.88,12.94,12.94,100,476
Cameroon,2021,41.8,4.3,57.6,27.22,13.61,13.62,100.1,NA
Canada,2010,16.5,19.9,3.8,34.15,17.21,16.939999999999998,98.5,NA
Canada,2015,16,22.3,4,36.03,18.16,17.86,98.4,9985
Canada,2019,15.8,24.3,4.1,37.41,18.85,18.56,98.5,9985
Canada,2021,15.8,25.4,4.2,38.07,19.17,18.9,98.6,NA
Caribbean,2010,26.5,12,182.4,41.220000000000006,20.830000000000002,20.39,97.9,NA
Caribbean,2015,25.1,13.3,188.6,42.620000000000005,21.55,21.07,97.8,234
Caribbean,2019,24.2,14.5,191.7,43.339999999999996,21.93,21.4,97.6,226
Caribbean,2021,23.7,15.2,193.6,43.760000000000005,22.16,21.6,97.5,NA
Cayman Islands,2010,NA,NA,236.1,0.06,NA,NA,NA,NA
Cayman Islands,2015,NA,NA,257.2,0.06,NA,NA,NA,0
Cayman Islands,2019,NA,NA,270.6,0.06,NA,NA,NA,0
Cayman Islands,2021,NA,NA,277.1,0.07,NA,NA,NA,NA
Central African Republic,2010,44.1,4.6,7,4.39,2.22,2.17,98,NA
Central African Republic,2015,45.2,4.4,7.2,4.49,2.27,2.23,98.2,623
Central African Republic,2019,43.9,4.5,7.6,4.75,2.3899999999999997,2.3499999999999996,98.3,623
Central African Republic,2021,43,4.5,7.9,4.92,2.48,2.44,98.3,NA
Central America,2010,30.9,8.4,64.3,157.59,80.35,77.24000000000001,96.1,NA
Central America,2015,28.8,9.5,68.9,168.95000000000002,86.16999999999999,82.78,96.1,2480
Central America,2019,27.3,10.4,72.4,177.59,90.56,87.02,96.1,2452
Central America,2021,26.5,11,74.1,181.72,92.66,89.06,96.1,NA
Central Asia,2010,28.7,7,16,62.809999999999995,31.79,31.02,97.6,NA
Central Asia,2015,29.3,7.6,17.4,68.48,34.61,33.87,97.9,4103
Central Asia,2017,29.9,8.1,18,70.86999999999999,35.8,35.07,98,4103
Central Asia,2021,30.5,9.3,19.2,75.43,38.07,37.36,98.1,NA
Chad,2010,48.8,3.9,9.5,11.950000000000001,5.99,5.96,99.5,NA
Chad,2015,47.8,3.9,11.2,14.11,7.07,7.04,99.6,1284
Chad,2019,46.8,3.9,12.7,15.950000000000001,7.99,7.96,99.7,1284
Chad,2021,46.2,3.9,13.4,16.919999999999998,8.47,8.44,99.7,NA
Channel Islands,2010,15.5,21.5,840.6,0.16,0.08,0.08,97.1,NA
Channel Islands,2015,15.5,22.3,870.5,0.17,0.08,0.08,97.7,0
Channel Islands,2017,15.3,22.9,887.7,0.17,0.09,0.08,97.8,0
Channel Islands,2021,14.9,24.5,922.3,0.18,0.09,0.09,98.1,NA
Chile,2010,22.1,13.3,22.9,17.06,8.67,8.4,96.9,NA
Chile,2015,20.6,15.3,24.2,17.97,9.12,8.84,96.9,756
Chile,2019,19.5,16.9,25.5,18.95,9.61,9.34,97.2,756
Chile,2021,19,18,25.8,19.21,9.739999999999998,9.48,97.3,NA
China,2010,18.7,12.2,145.8,1368.81,665.4,703.41,105.7,NA
China,2015,18.1,15,149.9,1406.85,684.3399999999999,722.51,105.6,9600
China,2019,17.8,16.8,152.7,1433.78,698.16,735.62,105.4,9600
China,2021,17.6,17.9,153.8,1444.22,703.69,740.52,105.2,NA
"China, Hong Kong SAR",2010,11.9,18.4,6634.6,6.970000000000001,3.69,3.2800000000000002,88.8,NA
"China, Hong Kong SAR",2015,11.2,21.8,6843.8,7.1899999999999995,3.8499999999999996,3.3299999999999996,86.5,1
"China, Hong Kong SAR",2019,12.3,25.2,7082.1,7.44,4.02,3.42,85.1,1
"China, Hong Kong SAR",2021,13,26.9,7193.1,7.55,4.09,3.46,84.5,NA
"China, Macao SAR",2010,13,10.9,18000.5,0.54,0.28,0.26,92.3,NA
"China, Macao SAR",2015,12.6,14.4,20136.9,0.6,0.31,0.29000000000000004,92.2,0
"China, Macao SAR",2019,14,17.9,21419.6,0.64,0.32999999999999996,0.31,92.5,0
"China, Macao SAR",2021,14.6,19.8,22019.8,0.6599999999999999,0.33999999999999997,0.32,92.6,NA
Colombia,2010,27.3,9.7,40.8,45.220000000000006,23.06,22.16,96.1,NA
Colombia,2015,24.5,11.5,42.8,47.52,24.23,23.29,96.1,1142
Colombia,2019,22.6,12.8,45.4,50.339999999999996,25.630000000000003,24.71,96.4,1142
Colombia,2021,21.9,13.6,46.2,51.27,26.09,25.17,96.5,NA
Comoros,2010,41,4.5,370.6,0.69,0.33999999999999997,0.35,101.6,NA
Comoros,2015,40.1,4.7,417.8,0.7799999999999999,0.39,0.39,101.7,2
Comoros,2019,39.3,5,457.2,0.8500000000000001,0.42000000000000004,0.43000000000000005,101.8,2
Comoros,2021,38.7,5.2,477.4,0.89,0.44,0.45,101.8,NA
Congo,2010,41.6,4,12.5,4.2700000000000005,2.15,2.13,99,NA
Congo,2015,42.2,4.2,14.2,4.859999999999999,2.4299999999999997,2.42,99.6,342
Congo,2019,41.5,4.4,15.8,5.38,2.69,2.69,99.8,342
Congo,2021,41,4.6,16.6,5.659999999999999,2.8299999999999996,2.8299999999999996,99.9,NA
Cook Islands,2010,NA,NA,76.6,0.02,NA,NA,NA,NA
Cook Islands,2015,NA,NA,73.3,0.02,NA,NA,NA,0
Cook Islands,2019,NA,NA,73.1,0.02,NA,NA,NA,0
Cook Islands,2021,NA,NA,73.2,0.02,NA,NA,NA,NA
Costa Rica,2010,24.3,10.8,89.6,4.58,2.2800000000000002,2.29,100.4,NA
Costa Rica,2015,22.1,12.6,94.9,4.85,2.42,2.4299999999999997,100.1,51
Costa Rica,2019,21.1,14.5,98.9,5.05,2.53,2.52,99.9,51
Costa Rica,2021,20.6,15.6,100.6,5.14,2.57,2.57,99.8,NA
Croatia,2010,15.4,23.8,77.3,4.33,2.24,2.08,92.9,NA
Croatia,2015,14.5,26.3,75.6,4.23,2.2,2.04,92.6,57
Croatia,2019,14.6,27.9,73.8,4.13,2.14,1.99,93,57
Croatia,2021,14.5,28.7,72.9,4.08,2.11,1.97,93.2,NA
Cuba,2010,17.7,17.3,105.5,11.229999999999999,5.64,5.58,99,NA
Cuba,2015,16.7,19.4,106.4,11.32,5.7,5.63,98.8,110
Cuba,2019,16,20.7,106.5,11.33,5.71,5.63,98.6,110
Cuba,2021,15.7,22,106.3,11.32,5.7,5.619999999999999,98.6,NA
Curaçao,2010,20.7,18.6,336,0.15000000000000002,0.08,0.07,85,NA
Curaçao,2015,19.8,21.6,360,0.16,0.09,0.07,84.5,0
Curaçao,2019,18.5,23.9,368.1,0.16,0.09,0.08,85,0
Curaçao,2021,17.8,25.2,371.2,0.16,0.09,0.08,85.3,NA
Cyprus,2010,17.8,16.1,120.4,1.11,0.56,0.56,99.7,NA
Cyprus,2015,16.9,17.7,125.6,1.1600000000000001,0.58,0.58,100.3,9
Cyprus,2019,16.7,19.3,129.7,1.2,0.6,0.6,100,9
Cyprus,2021,16.5,20.2,131.6,1.22,0.61,0.61,99.9,NA
Czechia,2010,14.2,22.4,136.4,10.54,5.37,5.17,96.4,NA
Czechia,2015,15.1,24.9,137.3,10.6,5.39,5.21,96.6,79
Czechia,2019,15.7,25.9,138.4,10.69,5.430000000000001,5.26,96.9,79
Czechia,2021,15.8,26.3,138.8,10.719999999999999,5.44,5.28,97.1,NA
Côte d’Ivoire,2010,43.6,4.5,64.6,20.53,10.11,10.43,103.2,NA
Côte d’Ivoire,2015,42.6,4.6,73,23.23,11.48,11.75,102.3,322
Côte d’Ivoire,2019,41.7,4.7,80.9,25.72,12.739999999999998,12.97,101.8,322
Côte d’Ivoire,2021,41.4,4.7,85.1,27.05,13.42,13.629999999999999,101.6,NA
Dem. People's Rep. Korea,2010,22.6,12.9,203.9,24.55,12.55,11.99,95.5,NA
Dem. People's Rep. Korea,2015,20.9,12.7,209.2,25.18,12.870000000000001,12.31,95.7,121
Dem. People's Rep. Korea,2019,20,14.6,213.2,25.67,13.11,12.55,95.7,121
Dem. People's Rep. Korea,2021,19.8,15.4,215,25.89,13.229999999999999,12.66,95.7,NA
Dem. Rep. of the Congo,2010,46.1,4.7,28.5,64.56,32.42,32.14,99.1,NA
Dem. Rep. of the Congo,2015,46.3,4.7,33.6,76.24000000000001,38.220000000000006,38.02,99.5,2345
Dem. Rep. of the Congo,2019,46,4.7,38.3,86.79,43.47,43.32,99.6,2345
Dem. Rep. of the Congo,2021,45.6,4.7,40.7,92.38,46.25,46.120000000000005,99.7,NA
Denmark,2010,17.9,23.3,130.9,5.55,2.8,2.7600000000000002,98.5,NA
Denmark,2015,16.8,24.8,134.1,5.6899999999999995,2.86,2.8299999999999996,98.9,43
Denmark,2019,16.4,25.8,136,5.7700000000000005,2.9,2.8699999999999997,98.9,43
Denmark,2021,16.3,26.4,137,5.81,2.92,2.8899999999999997,98.8,NA
Djibouti,2010,32.6,6.1,36.2,0.8400000000000001,0.39,0.45,113.7,NA
Djibouti,2015,30.6,6.5,39.4,0.91,0.43000000000000005,0.48000000000000004,112.1,23
Djibouti,2019,29.2,7.2,42,0.97,0.46,0.51,110.9,23
Djibouti,2021,28.6,7.6,43.2,1,0.48000000000000004,0.53,110.4,NA
Dominica,2010,NA,NA,94.5,0.07,NA,NA,NA,NA
Dominica,2015,NA,NA,94.9,0.07,NA,NA,NA,1
Dominica,2019,NA,NA,95.7,0.07,NA,NA,NA,1
Dominica,2021,NA,NA,96.2,0.07,NA,NA,NA,NA
Dominican Republic,2010,30.6,8.5,200.6,9.7,4.83,4.87,100.8,NA
Dominican Republic,2015,28.8,9.6,212.8,10.28,5.13,5.1499999999999995,100.3,49
Dominican Republic,2019,27.7,10.8,222.2,10.739999999999998,5.37,5.37,99.9,49
Dominican Republic,2021,27.2,11.4,226.7,10.950000000000001,5.49,5.470000000000001,99.7,NA
Eastern Africa,2010,44.9,4.3,50.9,339.32,171.35000000000002,167.97,98,NA
Eastern Africa,2015,43.6,4.4,58.4,389.67,196.54,193.13,98.3,7005
Eastern Africa,2019,42.2,4.5,65.1,433.9,218.62,215.28,98.5,6667
Eastern Africa,2021,41.4,4.6,68.5,457.05,230.19,226.87,98.6,NA
Eastern Asia,2010,18.2,13.8,138.8,1604.86,785.21,819.65,104.4,NA
Eastern Asia,2015,17.5,16.5,142.3,1645.1799999999998,805.49,839.7,104.2,11799
Eastern Asia,2019,17.2,18.4,144.7,1672.61,819.69,852.92,104.1,11560
Eastern Asia,2021,17,19.4,145.6,1682.85,825.2,857.65,103.9,NA
Eastern Europe,2010,14.9,19.3,16.3,294.87,156.26,138.60999999999999,88.7,NA
Eastern Europe,2015,16,21.4,16.3,294.39,155.96,138.44,88.8,18814
Eastern Europe,2019,16.9,23.3,16.3,293.44,155.42000000000002,138.02,88.8,18053
Eastern Europe,2021,17,24.1,16.2,292.48999999999995,154.89000000000001,137.59,88.8,NA
Ecuador,2010,31,8.6,60.4,15.01,7.49,7.52,100.4,NA
Ecuador,2015,29.1,9.8,65.3,16.21,8.1,8.12,100.2,257
Ecuador,2019,27.7,10.7,70,17.37,8.68,8.69,100.1,257
Ecuador,2021,27.2,11.3,72,17.89,8.94,8.950000000000001,100,NA
Egypt,2010,32.6,7.6,83.1,82.76,40.96,41.809999999999995,102.1,NA
Egypt,2015,33.3,7.7,92.9,92.44000000000001,45.720000000000006,46.720000000000006,102.2,1002
Egypt,2019,33.8,8.1,100.8,100.39,49.67,50.720000000000006,102.1,1002
Egypt,2021,33.8,8.4,104.7,104.26,51.59,52.67,102.1,NA
El Salvador,2010,31.6,9.9,298.4,6.18,3.2600000000000002,2.9299999999999997,89.8,NA
El Salvador,2015,28.4,11,305.3,6.33,3.3499999999999996,2.9699999999999998,88.8,21
El Salvador,2019,26.9,11.8,311.5,6.45,3.4299999999999997,3.02,88.1,21
El Salvador,2021,26.3,12.3,314.6,6.52,3.4699999999999998,3.05,87.9,NA
Equatorial Guinea,2010,38.5,4.4,33.6,0.9400000000000001,0.43000000000000005,0.51,119.3,NA
Equatorial Guinea,2015,37.5,4.1,41.7,1.1700000000000002,0.52,0.65,123.6,28
Equatorial Guinea,2019,37,3.9,48.3,1.36,0.6,0.75,125.2,28
Equatorial Guinea,2021,36.8,3.7,51.7,1.45,0.64,0.81,125.4,NA
Eritrea,2010,39.5,6.2,31.4,3.17,1.59,1.58,99.9,NA
Eritrea,2015,42.3,6.5,33.1,3.34,1.6700000000000002,1.6700000000000002,100.4,118
Eritrea,2019,41.6,6.4,34.6,3.5,1.74,1.75,100.5,121
Eritrea,2021,40.7,6.4,35.7,3.6,1.8,1.81,100.5,NA
Estonia,2010,15.1,23.2,31.4,1.33,0.71,0.62,87.2,NA
Estonia,2015,16.1,25.1,31,1.32,0.7,0.62,87.9,45
Estonia,2019,16.5,26.5,31.3,1.33,0.7,0.63,89.6,45
Estonia,2021,16.5,27.2,31.3,1.33,0.7,0.63,90.3,NA
Eswatini,2010,40.2,5.6,61.9,1.06,0.56,0.5,89.3,NA
Eswatini,2015,39.1,5.7,64.2,1.1,0.5700000000000001,0.53,93.1,17
Eswatini,2019,37.8,5.7,66.8,1.1500000000000001,0.59,0.56,96.1,17
Eswatini,2021,37,5.7,68.2,1.1700000000000002,0.6,0.58,97,NA
Ethiopia,2010,44.9,5.1,87.6,87.64,43.91,43.730000000000004,99.6,NA
Ethiopia,2015,42.2,5.2,100.8,100.84,50.43,50.41,100,1104
Ethiopia,2019,40.3,5.3,112.1,112.08,56.01,56.07,100.1,1104
Ethiopia,2021,39.6,5.3,117.9,117.88,58.9,58.98,100.1,NA
Europe,2010,15.5,22,33.3,736.41,381.8,354.62,92.9,NA
Europe,2015,15.8,23.8,33.6,743.06,384.88,358.18,93.1,23049
Europe,2019,16.1,25.3,33.8,747.1800000000001,386.46999999999997,360.71,93.3,22135
Europe,2021,16,26.1,33.8,747.75,386.51,361.22999999999996,93.5,NA
Falkland Islands (Malvinas),2010,NA,NA,0.2,0,NA,NA,NA,NA
Falkland Islands (Malvinas),2015,NA,NA,0.2,0,NA,NA,NA,12
Falkland Islands (Malvinas),2019,NA,NA,0.3,0,NA,NA,NA,12
Falkland Islands (Malvinas),2021,NA,NA,0.3,0,NA,NA,NA,NA
Faroe Islands,2010,NA,NA,34.2,0.05,NA,NA,NA,NA
Faroe Islands,2015,NA,NA,34.4,0.05,NA,NA,NA,1
Faroe Islands,2019,NA,NA,34.9,0.05,NA,NA,NA,1
Faroe Islands,2021,NA,NA,35.1,0.05,NA,NA,NA,NA
Fiji,2010,29,7.9,47.1,0.8600000000000001,0.42000000000000004,0.44,104.3,NA
